Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Etapa de la prueba,Ambiente,Reportado,Fecha Reporte,Versión de corrección 1,Desarrollador,Sprint última regresión,En qué versión fue corregido?,Estrategia de ejecución
Test Case,NGA-T14549,NGA-E14014,[I-Record] Single Employer (Employer level),"NGA-16481,NGA-17173,NGA-17692",Normal,Pass,Nov/10/2025 - Nov/23/2025,Regression,AbsenceTracker,System,Parsec,,Medium,Done,,Maria Luisa Silva,10/11/2025,0,Marcos Neto,NGA-17692 - BUG - Unexpected error message when uploading I-record file with multiple companies sharing the same ERC.,,Automation Not Planned
Test Case,NGA-T14550,NGA-E13201,[I-Record] Single employer customer no Q Column (Customer level),"NGA-16481,NGA-17173,NGA-17692",Normal,Pass,Oct/20/2025 - Nov/02/2025,Regression,AbsenceTracker,System,Parsec,,Medium,Done,,Maria Luisa Silva,23/10/2025,0,Eric Gonzalez,NGA-16481 - I Record: Test Execution,,Automated
Test Case,NGA-T14550,NGA-E14015,[I-Record] Single employer customer no Q Column (Customer level),"NGA-16481,NGA-17173,NGA-17692",Normal,Pass,Nov/10/2025 - Nov/23/2025,Regression,AbsenceTracker,System,Parsec,,Medium,Done,,,10/11/2025,0,Eric Gonzalez,NGA-17692 - BUG - Unexpected error message when uploading I-record file with multiple companies sharing the same ERC.,,Automation Not Planned
Test Case,NGA-T14551,NGA-E13202,[I-Record] Case-mismatch or Unknown ERCs (Employer level),"NGA-16481,NGA-17173,NGA-17692",Normal,Pass,Oct/20/2025 - Nov/02/2025,Regression,AbsenceTracker,System,Parsec,,Medium,Done,,,23/10/2025,0,Marcos Neto,NGA-16481 - I Record: Test Execution,,Automation Not Planned
Test Case,NGA-T14551,NGA-E14016,[I-Record] Case-mismatch or Unknown ERCs (Employer level),"NGA-16481,NGA-17173,NGA-17692",Normal,Pass,Nov/10/2025 - Nov/23/2025,Regression,AbsenceTracker,System,Parsec,,Medium,Done,,Maria Cancqui,10/11/2025,0,Marcos Neto,NGA-17692 - BUG - Unexpected error message when uploading I-record file with multiple companies sharing the same ERC.,,Automation Planned
Test Case,NGA-T14552,NGA-E13203,[I-Record] Mix Bad and Good ERCs (Employer level),"NGA-16481,TST-949,NGA-17173,NGA-17692",Normal,Pass,Oct/20/2025 - Nov/02/2025,Regression,AbsenceTracker,System,Parsec,,Medium,Done,,Maria Cancqui,23/10/2025,0,Marcos Neto,NGA-16481 - I Record: Test Execution,,Automation Planned
Test Case,NGA-T14552,NGA-E14017,[I-Record] Mix Bad and Good ERCs (Employer level),"NGA-16481,TST-949,NGA-17173,NGA-17692",Normal,Pass,Nov/10/2025 - Nov/23/2025,Regression,AbsenceTracker,System,Parsec,,Medium,Done,,Maria Cancqui,10/11/2025,0,Marcos Neto,NGA-17692 - BUG - Unexpected error message when uploading I-record file with multiple companies sharing the same ERC.,,Automation Planned
Test Case,NGA-T14553,NGA-E13204,[I-Record] Duplicated rows (Employer level),"NGA-16481,NGA-17173,NGA-17692",Normal,Pass,Oct/20/2025 - Nov/02/2025,Regression,AbsenceTracker,System,Parsec,,Medium,Done,,Maria Cancqui,23/10/2025,0,Marcos Neto,NGA-16481 - I Record: Test Execution,,Automation Planned
Test Case,NGA-T14553,NGA-E14018,[I-Record] Duplicated rows (Employer level),"NGA-16481,NGA-17173,NGA-17692",Normal,Pass,Nov/10/2025 - Nov/23/2025,Regression,AbsenceTracker,System,Parsec,,Medium,Done,,Maria Cancqui,10/11/2025,0,Marcos Neto,NGA-17692 - BUG - Unexpected error message when uploading I-record file with multiple companies sharing the same ERC.,,Automation Planned
Test Case,NGA-T14554,NGA-E13119,"API/ (F%, usePolicyHolidayBehaviorOverride=1): Create employee work schedule","ASE-133,ASE-393,ASE-589",Happy Path,Pass,Sep/29/2025 - Oct/12/2025,Functional,Calcs,End-to-End,Abacus,,High,Done,,Nicole Gagneux,1/10/2025,0,Wara Rojas,NGA-14009 Respect Holiday Setting - API Post,,Automation Not Planned
Test Case,NGA-T14555,NGA-E13120,"API/ (F%, usePolicyHolidayBehaviorOverride=0): Create employee work schedule","ASE-133,ASE-393,ASE-589",Happy Path,Pass,Sep/29/2025 - Oct/12/2025,Functional,Calcs,End-to-End,Abacus,,High,Done,,Nicole Gagneux,1/10/2025,0,Wara Rojas,NGA-14009 Respect Holiday Setting - API Post,,Automation Not Planned
Test Case,NGA-T14556,NGA-E13135,TinyMCE_Communications - Verify that all editor options and buttons work correctly in Communications created with a Blank template,"TST-976,NGA-17688",Normal,Pass,Sep/29/2025 - Oct/12/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,,2/10/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Not Planned
Test Case,NGA-T14556,NGA-E13275,TinyMCE_Communications - Verify that all editor options and buttons work correctly in Communications created with a Blank template,"TST-976,NGA-17688",Normal,Pass,Oct/06/2025 - Oct/19/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,Test2,,8/10/2025,0,Mirtza Aguirre,NGA-17150 - TinyMCE Regression - October - Mirtza,Platform_202509.4,Automation Not Planned
Test Case,NGA-T14556,NGA-E14242,TinyMCE_Communications - Verify that all editor options and buttons work correctly in Communications created with a Blank template,"TST-976,NGA-17688",Normal,Pass,Nov/10/2025 - Nov/23/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,,14/11/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Not Planned
Test Case,NGA-T14556,NGA-E14701,TinyMCE_Communications - Verify that all editor options and buttons work correctly in Communications created with a Blank template,"TST-976,NGA-17688",Normal,Pass,Dec/08/2025 - Dec/21/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,,,10/12/2025,0,Mirtza Aguirre,Platform_202512.1_SO,Platform_202512.1,Automation Not Planned
Test Case,NGA-T14557,NGA-E13134,TinyMCE_Communications - Verify that all editor options and buttons work correctly in Communications created from a template,NGA-17688,Normal,Pass,Sep/29/2025 - Oct/12/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,Maria Cancqui,2/10/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Planned
Test Case,NGA-T14557,NGA-E13274,TinyMCE_Communications - Verify that all editor options and buttons work correctly in Communications created from a template,NGA-17688,Normal,Pass,Oct/06/2025 - Oct/19/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,Test2,Nicole Gagneux,8/10/2025,0,Mirtza Aguirre,NGA-17150 - TinyMCE Regression - October - Mirtza,Platform_202509.4,Automation Not Planned
Test Case,NGA-T14557,NGA-E14241,TinyMCE_Communications - Verify that all editor options and buttons work correctly in Communications created from a template,NGA-17688,Normal,Pass,Nov/10/2025 - Nov/23/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,Nicole Gagneux,13/11/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Not Planned
Test Case,NGA-T14557,NGA-E14700,TinyMCE_Communications - Verify that all editor options and buttons work correctly in Communications created from a template,NGA-17688,Normal,Pass,Dec/08/2025 - Dec/21/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,,Rani Patha,10/12/2025,0,Mirtza Aguirre,Platform_202512.1_SO,Platform_202512.1,Automation Planned
Test Case,NGA-T14558,NGA-E13133,TinyMCE_Communications - Verify that all editor options and buttons work correctly for Draft Communications,NGA-17688,Normal,Pass,Sep/29/2025 - Oct/12/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,Rani Patha,2/10/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Planned
Test Case,NGA-T14558,NGA-E13273,TinyMCE_Communications - Verify that all editor options and buttons work correctly for Draft Communications,NGA-17688,Normal,Pass,Oct/06/2025 - Oct/19/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,Test2,Rani Patha,8/10/2025,0,Mirtza Aguirre,NGA-17150 - TinyMCE Regression - October - Mirtza,Platform_202509.4,Automation Planned
Test Case,NGA-T14558,NGA-E14240,TinyMCE_Communications - Verify that all editor options and buttons work correctly for Draft Communications,NGA-17688,Normal,Pass,Nov/10/2025 - Nov/23/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,Rani Patha,13/11/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Not Planned
Test Case,NGA-T14558,NGA-E14699,TinyMCE_Communications - Verify that all editor options and buttons work correctly for Draft Communications,NGA-17688,Normal,Pass,Dec/08/2025 - Dec/21/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,,Nicole Gagneux,10/12/2025,0,Mirtza Aguirre,Platform_202512.1_SO,Platform_202512.1,Automated
Test Case,NGA-T14559,NGA-E13139,TinyMCE_Communications - Verify the editor options and buttons work correctly in Resend Communication view,NGA-17688,Normal,Pass,Sep/29/2025 - Oct/12/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,Nicole Gagneux,2/10/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Not Planned
Test Case,NGA-T14559,NGA-E13282,TinyMCE_Communications - Verify the editor options and buttons work correctly in Resend Communication view,NGA-17688,Normal,Pass,Oct/06/2025 - Oct/19/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,Test2,Maria Luisa Silva,8/10/2025,0,Mirtza Aguirre,NGA-17150 - TinyMCE Regression - October - Mirtza,Platform_202509.4,Automation Not Planned
Test Case,NGA-T14559,NGA-E14246,TinyMCE_Communications - Verify the editor options and buttons work correctly in Resend Communication view,NGA-17688,Normal,Pass,Nov/10/2025 - Nov/23/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,Anand Pedhadiya,14/11/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automated
Test Case,NGA-T14559,NGA-E14708,TinyMCE_Communications - Verify the editor options and buttons work correctly in Resend Communication view,NGA-17688,Normal,Pass,Dec/08/2025 - Dec/21/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,,Anand Pedhadiya,10/12/2025,0,Mirtza Aguirre,Platform_202512.1_SO,Platform_202512.1,Automated
Test Case,NGA-T14560,NGA-E13123,"API/ (F%, usePolicyHolidayBehaviorOverride=""yes""): Create employee work schedule","ASE-133,ASE-393,ASE-589",Low,Pass,Sep/29/2025 - Oct/12/2025,Functional,Calcs,End-to-End,Abacus,,High,Done,,Anand Pedhadiya,3/10/2025,0,Wara Rojas,NGA-14009 Respect Holiday Setting - API Post,,Automation Planned
Test Case,NGA-T14561,NGA-E13128,"API/ (F%, usePolicyHolidayBehaviorOverride=""no""): Create employee work schedule","ASE-133,ASE-393,ASE-589",Low,Pass,Sep/29/2025 - Oct/12/2025,Functional,Calcs,End-to-End,Abacus,,High,Done,,Nicole Gagneux,3/10/2025,0,Wara Rojas,NGA-14009 Respect Holiday Setting - API Post,,Automation Not Planned
Test Case,NGA-T14562,NGA-E13122,"API/ (F%, usePolicyHolidayBehaviorOverride=""Y""): Create employee work schedule","ASE-133,ASE-393,ASE-589",Low,Pass,Sep/29/2025 - Oct/12/2025,Functional,Calcs,End-to-End,Abacus,,High,Done,,Nicole Gagneux,3/10/2025,0,Wara Rojas,NGA-14009 Respect Holiday Setting - API Post,,Automation Not Planned
Test Case,NGA-T14563,NGA-E13127,"API/ (F%, usePolicyHolidayBehaviorOverride=""N""): Create employee work schedule","ASE-133,ASE-393,ASE-589",Low,Pass,Sep/29/2025 - Oct/12/2025,Functional,Calcs,End-to-End,Abacus,,High,Done,,Nicole Gagneux,3/10/2025,0,Wara Rojas,NGA-14009 Respect Holiday Setting - API Post,,Automation Not Planned
Test Case,NGA-T14564,NGA-E13121,"API/ (F%, usePolicyHolidayBehaviorOverride=""T""): Create employee work schedule","ASE-133,ASE-393,ASE-589",Low,Pass,Sep/29/2025 - Oct/12/2025,Functional,Calcs,End-to-End,Abacus,,High,Done,,Nicole Gagneux,3/10/2025,0,Wara Rojas,NGA-14009 Respect Holiday Setting - API Post,,Automation Not Planned
Test Case,NGA-T14565,NGA-E13126,"API/ (F%, usePolicyHolidayBehaviorOverride=""F""): Create employee work schedule","ASE-133,ASE-393,ASE-589",Low,Pass,Sep/29/2025 - Oct/12/2025,Functional,Calcs,End-to-End,Abacus,,High,Done,,Nicole Gagneux,3/10/2025,0,Wara Rojas,NGA-14009 Respect Holiday Setting - API Post,,Automation Not Planned
Test Case,NGA-T14567,NGA-E13125,"API/ (F%, usePolicyHolidayBehaviorOverride=""""): Create employee work schedule","ASE-133,ASE-393,ASE-589",Happy Path,Fail,Sep/29/2025 - Oct/12/2025,Functional,Calcs,End-to-End,Abacus,,High,Done,,Nicole Gagneux,2/10/2025,0,Wara Rojas,NGA-14009 Respect Holiday Setting - API Post,,Automation Not Planned
Test Case,NGA-T14567,NGA-E13238,"API/ (F%, usePolicyHolidayBehaviorOverride=""""): Create employee work schedule","ASE-133,ASE-393,ASE-589",Happy Path,Pass,Oct/06/2025 - Oct/19/2025,Functional,Calcs,End-to-End,Abacus,,High,Done,,Nicole Gagneux,6/10/2025,0,Wara Rojas,NGA-14009 Respect Holiday Setting - API Post,,Automation Not Planned
Test Case,NGA-T14568,NGA-E13124,"API/ (F%, usePolicyHolidayBehaviorOverride=""test""): Create employee work schedule","ASE-133,ASE-393,ASE-589",Low,Pass,Sep/29/2025 - Oct/12/2025,Functional,Calcs,End-to-End,Abacus,,High,Done,,Rani Patha,3/10/2025,0,Wara Rojas,NGA-14009 Respect Holiday Setting - API Post,,Automation Not Planned
Test Case,NGA-T14569,NGA-E13141,TinyMCE_Communications - Verify the right click menu options in the editor work correctly in Communications created from a template,NGA-17688,Normal,Pass,Sep/29/2025 - Oct/12/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,Daniela Medina,3/10/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Not Planned
Test Case,NGA-T14569,NGA-E13284,TinyMCE_Communications - Verify the right click menu options in the editor work correctly in Communications created from a template,NGA-17688,Normal,Pass,Oct/06/2025 - Oct/19/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,Test2,,8/10/2025,0,Mirtza Aguirre,NGA-17150 - TinyMCE Regression - October - Mirtza,Platform_202509.4,Automation Not Planned
Test Case,NGA-T14569,NGA-E14248,TinyMCE_Communications - Verify the right click menu options in the editor work correctly in Communications created from a template,NGA-17688,Normal,Pass,Nov/10/2025 - Nov/23/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,Daniela Medina,14/11/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Not Planned
Test Case,NGA-T14569,NGA-E14710,TinyMCE_Communications - Verify the right click menu options in the editor work correctly in Communications created from a template,NGA-17688,Normal,Pass,Dec/08/2025 - Dec/21/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,,Daniela Medina,10/12/2025,0,Mirtza Aguirre,Platform_202512.1_SO,Platform_202512.1,Automation Not Planned
Test Case,NGA-T14570,NGA-E13140,TinyMCE_Communications - Verify the right click menu options in the editor work correctly for Draft Communications,NGA-17688,Normal,Pass,Sep/29/2025 - Oct/12/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,Anand Pedhadiya,3/10/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Not Planned
Test Case,NGA-T14570,NGA-E13283,TinyMCE_Communications - Verify the right click menu options in the editor work correctly for Draft Communications,NGA-17688,Normal,Pass,Oct/06/2025 - Oct/19/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,Test2,Anand Pedhadiya,8/10/2025,0,Mirtza Aguirre,NGA-17150 - TinyMCE Regression - October - Mirtza,Platform_202509.4,Automation Not Planned
Test Case,NGA-T14570,NGA-E14247,TinyMCE_Communications - Verify the right click menu options in the editor work correctly for Draft Communications,NGA-17688,Normal,Pass,Nov/10/2025 - Nov/23/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,Anand Pedhadiya,14/11/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Not Planned
Test Case,NGA-T14570,NGA-E14709,TinyMCE_Communications - Verify the right click menu options in the editor work correctly for Draft Communications,NGA-17688,Normal,Pass,Dec/08/2025 - Dec/21/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,,Anand Pedhadiya,10/12/2025,0,Mirtza Aguirre,Platform_202512.1_SO,Platform_202512.1,Automation Not Planned
Test Case,NGA-T14571,NGA-E13143,TinyMCE_Communications - Verify the right click menu options in the editor work correctly in Resend Communication view,NGA-17688,Normal,Pass,Sep/29/2025 - Oct/12/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,Anand Pedhadiya,3/10/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Not Planned
Test Case,NGA-T14571,NGA-E13286,TinyMCE_Communications - Verify the right click menu options in the editor work correctly in Resend Communication view,NGA-17688,Normal,Pass,Oct/06/2025 - Oct/19/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,Test2,Anand Pedhadiya,8/10/2025,0,Mirtza Aguirre,NGA-17150 - TinyMCE Regression - October - Mirtza,Platform_202509.4,Automation Not Planned
Test Case,NGA-T14571,NGA-E14250,TinyMCE_Communications - Verify the right click menu options in the editor work correctly in Resend Communication view,NGA-17688,Normal,Pass,Nov/10/2025 - Nov/23/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,Anand Pedhadiya,14/11/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Not Planned
Test Case,NGA-T14571,NGA-E14712,TinyMCE_Communications - Verify the right click menu options in the editor work correctly in Resend Communication view,NGA-17688,Normal,Pass,Dec/08/2025 - Dec/21/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,,Wara Rojas,10/12/2025,0,Mirtza Aguirre,Platform_202512.1_SO,Platform_202512.1,Automation Not Planned
Test Case,NGA-T14572,NGA-E13131,TinyMCE_BatchFulfillmentConfiguration - Verify that all editor options and buttons work correctly in EmailDeliveryMechanismConfiguration section from BatchFulfillmentConfiguration,NGA-17688,Normal,Pass,Sep/29/2025 - Oct/12/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,Rani Patha,3/10/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Planned
Test Case,NGA-T14572,NGA-E13271,TinyMCE_BatchFulfillmentConfiguration - Verify that all editor options and buttons work correctly in EmailDeliveryMechanismConfiguration section from BatchFulfillmentConfiguration,NGA-17688,Normal,Pass,Oct/06/2025 - Oct/19/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,Test2,Maria Cancqui,8/10/2025,0,Mirtza Aguirre,NGA-17150 - TinyMCE Regression - October - Mirtza,Platform_202509.4,Automation Not Planned
Test Case,NGA-T14572,NGA-E14238,TinyMCE_BatchFulfillmentConfiguration - Verify that all editor options and buttons work correctly in EmailDeliveryMechanismConfiguration section from BatchFulfillmentConfiguration,NGA-17688,Normal,Pass,Nov/10/2025 - Nov/23/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,Maria Cancqui,13/11/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Not Planned
Test Case,NGA-T14572,NGA-E14697,TinyMCE_BatchFulfillmentConfiguration - Verify that all editor options and buttons work correctly in EmailDeliveryMechanismConfiguration section from BatchFulfillmentConfiguration,NGA-17688,Normal,Pass,Dec/08/2025 - Dec/21/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,,Maria Cancqui,10/12/2025,0,Mirtza Aguirre,Platform_202512.1_SO,Platform_202512.1,Automation Not Planned
Test Case,NGA-T14574,NGA-E13132,TinyMCE_BatchFulfillmentConfiguration - Verify the right click menu options in the editor work correctly in EmailDeliveryMechanismConfiguration section from BatchFulfillmentConfiguration,NGA-17688,Normal,Pass,Sep/29/2025 - Oct/12/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,Nicole Gagneux,2/10/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Not Planned
Test Case,NGA-T14574,NGA-E13272,TinyMCE_BatchFulfillmentConfiguration - Verify the right click menu options in the editor work correctly in EmailDeliveryMechanismConfiguration section from BatchFulfillmentConfiguration,NGA-17688,Normal,Pass,Oct/06/2025 - Oct/19/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,Test2,Rani Patha,8/10/2025,0,Mirtza Aguirre,NGA-17150 - TinyMCE Regression - October - Mirtza,Platform_202509.4,Automation Planned
Test Case,NGA-T14574,NGA-E14239,TinyMCE_BatchFulfillmentConfiguration - Verify the right click menu options in the editor work correctly in EmailDeliveryMechanismConfiguration section from BatchFulfillmentConfiguration,NGA-17688,Normal,Pass,Nov/10/2025 - Nov/23/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,DEV2,Anand Pedhadiya,13/11/2025,0,Mirtza Aguirre,NGA-16268 - TinyMCE Security patch upgrade from v5 to v7.9.1,Platform_202510.4,Automation Not Planned
Test Case,NGA-T14574,NGA-E14698,TinyMCE_BatchFulfillmentConfiguration - Verify the right click menu options in the editor work correctly in EmailDeliveryMechanismConfiguration section from BatchFulfillmentConfiguration,NGA-17688,Normal,Pass,Dec/08/2025 - Dec/21/2025,Regression,AbsenceTracker,System,Smooth Operators,,Medium,Done,,Anand Pedhadiya,10/12/2025,0,Mirtza Aguirre,Platform_202512.1_SO,Platform_202512.1,Automation Not Planned
Test Case,NGA-T14576,NGA-E13186,Verify Old Rules ( Filter /passive) Behavior with core Rules,"NGA-14919,NGA-14956",Normal,Pass,Sep/29/2025 - Oct/12/2025,Regression,AbsenceTracker,System,Just In Case,,High,,DEV2,Anand Pedhadiya,3/10/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T14576,NGA-E13511,Verify Old Rules ( Filter /passive) Behavior with core Rules,"NGA-14919,NGA-14956",Normal,Pass,Oct/20/2025 - Nov/02/2025,Regression,AbsenceTracker,System,Just In Case,,High,,DEV2,Anand Pedhadiya,20/10/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T14577,NGA-E13187,Verify Old Rule Behavior ( Filter/Passive) with Custom Fields,"NGA-14919,NGA-14956",Normal,Pass,Sep/29/2025 - Oct/12/2025,Regression,AbsenceTracker,System,Just In Case,,High,,DEV2,Anand Pedhadiya,3/10/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T14577,NGA-E13512,Verify Old Rule Behavior ( Filter/Passive) with Custom Fields,"NGA-14919,NGA-14956",Normal,Pass,Oct/20/2025 - Nov/02/2025,Regression,AbsenceTracker,System,Just In Case,,High,,DEV2,Anand Pedhadiya,20/10/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T14578,NGA-E13188,Verify MIxed Rules Behavior with core Rules,"NGA-14919,NGA-14956",Normal,Pass,Sep/29/2025 - Oct/12/2025,Regression,AbsenceTracker,System,Just In Case,,High,,DEV2,Anand Pedhadiya,3/10/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T14578,NGA-E13513,Verify MIxed Rules Behavior with core Rules,"NGA-14919,NGA-14956",Normal,Pass,Oct/20/2025 - Nov/02/2025,Regression,AbsenceTracker,System,Just In Case,,High,,DEV2,Anand Pedhadiya,20/10/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T14579,NGA-E13189,Verify Mixed Rule Behavior with Custom Fields,"NGA-14919,NGA-14956",Normal,Pass,Sep/29/2025 - Oct/12/2025,Regression,AbsenceTracker,System,Just In Case,,High,,DEV2,Anand Pedhadiya,3/10/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T14579,NGA-E13514,Verify Mixed Rule Behavior with Custom Fields,"NGA-14919,NGA-14956",Normal,Pass,Oct/20/2025 - Nov/02/2025,Regression,AbsenceTracker,System,Just In Case,,High,,DEV2,Anand Pedhadiya,20/10/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T14579,NGA-E13515,Verify Mixed Rule Behavior with Custom Fields,"NGA-14919,NGA-14956",Normal,Pass,Oct/20/2025 - Nov/02/2025,Regression,AbsenceTracker,System,Just In Case,,High,,DEV2,Anand Pedhadiya,20/10/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T14580,NGA-E13150,API/ Get employee work schedule is available in swager,"ASE-1206,ASE-1252,ASE-1359,ASE-1369",Happy Path,Pass,Sep/29/2025 - Oct/12/2025,Functional,AbsenceTracker,API,Abacus,,High,Done,Dev5,Wara Rojas,2/10/2025,0,Nicole Gagneux,NGA-14012 Respect Holiday Setting - API GET,,Automated
Test Case,NGA-T14581,NGA-E13151,New Policy OR-OFLA-FC is displayed in the policies list,NGA-16885,Normal,Pass,Sep/29/2025 - Oct/12/2025,Functional,AbsenceTracker,System,Config Wizards,Firefox,TBD,,DEV3,Wara Rojas,2/10/2025,0,Paolo Calderon,,,Automated
Test Case,NGA-T14582,NGA-E13152,Policy Details and Employee Eligibility fields are displayed according to the Objective information,NGA-16885,Normal,Pass,Sep/29/2025 - Oct/12/2025,Functional,AbsenceTracker,System,Config Wizards,Firefox,TBD,,DEV3,Wara Rojas,2/10/2025,0,Paolo Calderon,,,Automated
Test Case,NGA-T14583,NGA-E13153,Bereavement absence reason fields are displayed according to the Objective information,NGA-16885,Normal,Not Executed,Sep/29/2025 - Oct/12/2025,Functional,AbsenceTracker,System,Config Wizards,Firefox,TBD,,DEV3,Wara Rojas,2/10/2025,0,Paolo Calderon,,,Automation Not Planned
Test Case,NGA-T14583,NGA-E13158,Bereavement absence reason fields are displayed according to the Objective information,NGA-16885,Normal,Pass,Sep/29/2025 - Oct/12/2025,Functional,AbsenceTracker,System,Config Wizards,Firefox,TBD,,DEV3,German Bustos,2/10/2025,0,Paolo Calderon,,,Needs Review
Test Case,NGA-T14584,NGA-E13159,Care for Child Place of Care absence reason fields are displayed according to the Objective information,NGA-16885,Normal,Pass,Sep/29/2025 - Oct/12/2025,Functional,AbsenceTracker,System,Config Wizards,Firefox,TBD,,DEV3,German Bustos,2/10/2025,0,Paolo Calderon,,,Needs Review
Test Case,NGA-T14585,NGA-E13160,Family Health Condition absence reason fields are displayed according to the Objective information,NGA-16885,Normal,Pass,Sep/29/2025 - Oct/12/2025,Functional,AbsenceTracker,System,Config Wizards,Firefox,TBD,,DEV3,German Bustos,2/10/2025,0,Paolo Calderon,,,Needs Review
